-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2019 through 12/31/2021 
Location: Latitude  -1.9852   Longitude 30.0447 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1614.43 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (dimensionless) 
WS2M                    MERRA-2 Wind Speed at 2 Meters (m/s) 
TS                      MERRA-2 Earth Skin Temperature (C) 
T2M                     MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX                 MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN                 MERRA-2 Temperature at 2 Meters Minimum (C) 
PRECTOTCORR             MERRA-2 Precipitation Corrected (mm/day) 
QV2M                    MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M                    MERRA-2 Relative Humidity at 2 Meters (%) 
WD10M                   MERRA-2 Wind Direction at 10 Meters (Degrees) 
WS10M                   MERRA-2 Wind Speed at 10 Meters (m/s) 
PS                      MERRA-2 Surface Pressure (kPa) 
WS50M_MAX               MERRA-2 Wind Speed at 50 Meters Maximum (m/s) 
WS50M_MIN               MERRA-2 Wind Speed at 50 Meters Minimum (m/s) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_UV_INDEX,WS2M,TS,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,QV2M,RH2M,WD10M,WS10M,PS,WS50M_MAX,WS50M_MIN
2020,9,7,0.85,1.45,18.72,18.29,23.23,14.93,5.13,12.45,80.94,170.06,2.36,83.88,5.58,1.68
2020,9,8,2.21,1.38,19.44,19.04,24.24,14.84,3.72,12.45,77.69,158.25,2.16,83.97,5.26,1.08
2020,9,9,1.59,1.53,19.57,19.44,24.58,14.96,2.46,12.15,74.0,137.88,2.31,83.99,5.97,0.95
2020,9,10,2.24,1.73,19.88,19.44,25.55,13.9,0.87,11.78,72.06,162.19,2.76,83.89,6.12,1.97
2020,9,11,2.38,1.62,19.97,19.6,25.67,13.71,0.63,11.78,71.06,156.75,2.61,83.83,5.38,2.63
2020,9,12,1.77,1.77,19.83,19.37,24.76,15.39,2.52,12.45,76.06,130.25,2.79,83.96,6.14,2.33
2020,9,13,2.72,1.72,20.42,20.11,26.2,14.67,0.36,11.96,70.69,136.38,2.64,84.02,6.97,0.6
2020,9,14,2.0,1.69,20.65,20.45,26.9,15.15,0.05,11.54,67.06,125.62,2.66,83.98,5.93,1.2
2020,9,15,2.8,1.73,20.9,20.92,27.2,16.3,0.3,11.84,66.19,142.25,2.68,83.93,6.77,0.41
2020,9,16,2.32,1.62,21.54,21.4,27.97,15.33,0.58,11.9,65.5,136.75,2.53,83.89,5.57,1.41
2020,9,17,2.86,1.73,21.8,21.68,28.29,16.72,0.17,12.15,65.94,109.38,2.71,83.9,6.5,0.51
2020,9,18,2.66,1.57,21.94,21.92,28.16,17.04,0.01,11.72,62.38,152.81,2.38,83.94,5.35,0.05
2020,9,19,2.64,1.49,21.64,21.21,27.3,15.87,0.57,12.15,66.88,120.81,2.34,83.92,4.75,0.77
2020,9,20,2.15,1.34,21.82,21.51,27.15,16.76,1.04,12.51,67.56,152.06,2.15,83.86,4.09,1.18
2020,9,21,2.48,1.2,21.06,20.81,26.01,16.65,4.22,12.7,71.06,100.44,1.91,83.91,3.95,0.69
2020,9,22,1.84,1.36,19.79,19.64,24.19,15.6,3.16,12.88,76.88,177.94,2.16,84.02,4.71,0.28
2020,9,23,1.76,1.89,21.15,21.01,26.74,15.74,1.52,12.15,68.06,144.5,2.91,83.97,7.13,0.28
2020,9,24,2.66,1.59,21.44,20.44,26.83,14.87,1.33,12.39,71.81,126.56,2.59,83.94,4.99,2.35
2020,9,25,1.88,1.34,20.83,20.44,25.91,16.16,1.18,12.76,73.38,157.31,2.15,83.91,4.91,1.16
2020,9,26,2.75,1.3,21.25,20.71,26.55,15.78,1.81,12.94,73.12,130.75,2.03,83.79,4.23,0.15
2020,9,27,2.65,1.36,20.31,19.65,25.29,15.49,2.64,13.24,79.69,141.38,2.2,83.77,5.05,1.13
2020,9,28,2.05,1.46,21.51,20.58,27.19,15.79,2.34,13.0,74.69,157.62,2.38,83.85,5.66,1.46
2020,9,29,2.71,1.03,20.01,19.61,25.21,16.05,3.55,12.94,77.44,168.19,1.75,83.9,3.8,1.71
2020,9,30,2.2,1.12,19.69,19.63,24.61,14.21,3.36,12.63,75.62,205.94,1.89,83.82,4.93,0.61
2020,10,1,2.1,0.95,18.54,18.59,22.44,14.69,16.74,13.24,83.25,188.81,1.72,83.8,4.91,0.62
2020,10,2,2.62,1.76,19.4,19.36,25.49,15.05,1.02,12.39,76.5,162.81,2.93,83.84,6.38,1.59
2020,10,3,2.34,1.58,19.86,19.98,25.86,14.85,0.96,12.02,71.0,165.0,2.48,83.88,5.3,1.27
2020,10,4,2.01,1.71,19.94,19.89,25.48,14.94,1.55,12.15,72.0,160.88,2.83,83.92,5.78,1.48
2020,10,5,3.0,1.53,20.52,20.31,26.93,15.41,0.67,12.02,70.06,179.0,2.55,83.96,4.85,1.04
2020,10,6,2.47,1.45,20.67,20.44,27.07,15.3,0.97,11.84,68.69,164.75,2.48,83.93,5.74,1.35
2020,10,7,2.59,1.41,21.19,20.71,28.01,15.14,0.85,11.9,68.88,170.31,2.41,83.9,5.31,1.47
2020,10,8,2.7,1.39,20.69,20.37,25.9,15.67,0.89,12.82,73.81,167.5,2.37,83.9,4.53,1.88
2020,10,9,1.7,1.22,20.33,20.07,25.11,15.22,1.11,12.57,73.62,194.5,2.09,83.9,4.05,1.34
2020,10,10,2.21,1.16,21.07,20.47,26.58,15.89,3.35,13.06,74.88,148.19,2.02,83.9,3.67,1.72
2020,10,11,2.84,1.11,21.24,20.58,26.09,15.5,1.03,13.06,74.5,161.31,1.95,83.86,3.59,1.52
2020,10,12,1.81,1.3,20.3,19.74,25.41,15.55,3.81,13.18,78.44,161.0,2.27,83.85,4.69,0.62
2020,10,13,2.2,1.35,20.16,19.69,25.92,14.69,3.95,12.63,76.38,153.12,2.33,83.9,4.53,1.65
2020,10,14,1.64,1.44,20.3,19.94,25.69,15.08,2.08,12.94,76.12,133.62,2.38,83.93,4.91,0.14
2020,10,15,2.29,1.64,20.57,20.3,26.02,15.95,0.66,12.7,73.56,169.31,2.64,83.95,5.85,0.04
2020,10,16,2.25,1.7,19.26,19.23,24.98,15.66,5.73,13.18,80.38,140.69,2.8,83.89,6.25,0.79
2020,10,17,2.33,1.35,20.73,20.51,25.76,15.9,2.17,13.18,74.75,159.0,2.12,83.84,5.11,0.7
2020,10,18,1.96,1.56,19.62,19.17,24.37,16.04,6.37,13.31,81.62,134.31,2.52,83.84,5.02,1.91
2020,10,19,2.26,1.19,20.05,19.42,25.18,14.57,5.62,13.0,78.94,171.19,2.06,83.81,4.41,0.98
2020,10,20,1.8,1.24,20.3,19.55,25.63,14.75,9.5,13.61,82.38,83.19,2.1,83.79,5.06,2.33
2020,10,21,2.18,1.27,20.3,19.64,25.15,16.0,8.09,13.67,82.25,169.44,2.11,83.87,4.87,1.34
2020,10,22,1.41,1.41,19.74,19.15,24.87,14.94,12.73,13.31,81.88,158.0,2.35,83.94,4.86,0.73
2020,10,23,2.09,1.42,20.64,20.08,25.87,15.37,1.26,13.24,77.75,152.69,2.38,83.93,4.71,1.57
2020,10,24,2.7,1.16,21.07,20.51,26.81,14.62,0.33,13.24,75.94,164.12,2.05,83.86,3.62,1.1
2020,10,25,2.18,1.05,20.57,20.33,25.04,16.39,9.54,14.04,79.94,182.38,1.77,83.74,3.76,1.32
2020,10,26,1.87,0.9,19.08,18.94,23.05,16.78,23.7,14.04,86.88,190.31,1.62,83.8,3.76,1.02
2020,10,27,1.63,1.32,18.87,18.56,22.86,14.94,3.79,13.24,84.44,83.56,2.21,83.83,5.1,0.3
2020,10,28,1.87,1.27,19.87,19.25,25.34,13.65,9.05,13.49,82.62,123.81,2.1,83.78,4.12,1.1
2020,10,29,1.64,1.78,18.35,18.16,22.02,14.65,9.47,13.55,87.62,105.19,2.9,83.89,7.31,0.42
2020,10,30,1.31,1.7,19.16,18.73,24.58,14.01,3.75,12.7,79.88,124.56,2.84,83.93,5.93,0.91
2020,10,31,1.93,1.66,18.48,18.48,23.62,15.31,6.04,12.88,81.94,107.75,2.66,83.9,6.28,0.19
2020,11,1,2.27,1.45,18.96,18.82,24.01,14.52,1.42,12.7,79.5,157.12,2.38,83.85,5.75,0.55
2020,11,2,2.06,1.55,19.49,19.41,25.16,15.14,1.03,12.88,78.12,136.38,2.62,83.88,6.16,0.52
2020,11,3,2.63,1.57,19.58,19.58,25.15,14.94,1.09,12.88,77.12,176.81,2.7,83.92,5.38,0.29
2020,11,4,1.35,1.09,19.54,19.17,24.85,15.39,24.13,13.79,84.25,118.44,1.99,83.87,4.87,1.57
2020,11,5,1.93,1.34,18.51,18.48,22.16,15.55,6.39,14.04,88.88,166.94,2.34,83.83,5.84,1.35
2020,11,6,1.26,1.07,17.57,17.59,21.94,14.39,9.98,13.24,88.62,189.06,2.02,83.89,4.88,1.32
2020,11,7,2.31,1.44,19.23,18.85,24.85,15.49,4.96,13.37,83.5,136.25,2.57,83.92,5.38,2.72
2020,11,8,2.26,1.44,18.77,18.76,23.4,15.32,2.19,13.0,81.38,137.81,2.55,83.98,5.01,2.71
2020,11,9,1.69,1.42,18.99,19.01,23.55,15.55,7.34,13.61,83.5,157.81,2.41,83.94,5.58,0.32
2020,11,10,1.3,1.27,18.21,18.27,22.59,14.8,9.82,13.24,85.19,158.31,2.23,83.88,5.07,0.33
2020,11,11,1.45,1.23,19.8,19.25,25.03,14.4,3.88,13.43,82.69,144.75,2.06,83.86,4.7,0.95
2020,11,12,2.48,1.35,20.15,19.51,25.43,14.61,1.22,13.43,81.5,78.88,2.32,83.87,4.59,1.93
2020,11,13,1.8,1.15,20.19,19.55,25.54,14.07,3.45,13.73,82.62,142.62,1.98,83.88,4.32,0.61
2020,11,14,1.71,0.99,20.96,20.28,26.89,15.07,4.52,13.92,80.94,137.69,1.72,83.79,4.99,0.39
2020,11,15,2.34,0.73,20.7,20.06,25.67,14.95,12.33,14.1,82.19,132.44,1.28,83.75,3.66,0.53
2020,11,16,1.8,0.92,20.7,20.13,25.33,15.73,23.21,13.85,80.38,162.5,1.64,83.77,5.61,1.14
2020,11,17,2.34,1.13,19.76,19.58,23.77,16.3,68.31,14.53,86.12,117.5,1.98,83.75,4.89,1.23
2020,11,18,1.45,0.58,19.62,19.32,23.55,16.26,39.25,14.04,84.75,141.88,1.15,83.78,3.11,0.98
2020,11,19,2.0,0.65,17.35,17.6,20.18,14.76,23.74,12.57,84.19,143.62,1.07,83.83,2.45,0.95
2020,11,20,2.58,0.95,19.66,19.33,26.03,13.32,2.68,12.63,77.31,147.12,1.8,83.76,3.69,1.47
2020,11,21,1.92,1.38,19.83,19.38,25.12,14.62,22.11,14.22,85.81,59.62,2.4,83.77,5.16,2.64
2020,11,22,1.54,1.48,19.51,19.24,24.8,14.66,8.57,13.85,84.5,130.69,2.55,83.85,5.12,2.37
2020,11,23,2.45,1.2,19.99,19.58,25.32,14.29,1.49,13.85,83.0,132.94,2.09,83.89,3.88,1.6
2020,11,24,1.61,1.21,19.51,19.62,24.62,15.81,2.27,14.04,83.69,100.0,2.12,83.87,4.87,1.02
2020,11,25,0.95,0.97,18.99,18.94,23.1,15.52,2.66,13.67,84.5,144.5,1.82,83.88,4.84,1.02
2020,11,26,2.56,1.14,20.16,19.65,25.37,14.4,0.32,13.55,81.25,134.12,2.08,83.83,4.56,1.09
2020,11,27,2.22,1.32,19.63,19.3,24.88,14.31,1.76,13.98,84.81,136.0,2.31,83.82,5.16,1.15
2020,11,28,1.86,1.27,19.26,18.84,24.62,14.44,3.53,13.79,85.81,197.25,2.24,83.81,5.74,1.2
2020,11,29,1.64,1.18,18.15,18.05,22.58,14.64,7.88,13.55,88.06,189.44,2.14,83.88,5.38,0.71
2020,11,30,2.07,1.01,20.0,19.44,24.99,15.24,7.71,13.55,82.19,152.88,1.73,83.9,4.83,1.26
2020,12,1,2.38,0.96,20.74,20.01,26.11,14.42,0.88,13.61,80.38,128.69,1.77,83.83,4.8,1.42
2020,12,2,1.91,1.39,19.98,19.59,25.02,14.88,1.55,13.79,82.62,66.62,2.45,83.82,5.09,3.06
2020,12,3,1.1,1.45,19.28,19.0,23.65,15.02,6.8,13.79,85.19,125.69,2.56,83.89,5.14,2.12
2020,12,4,1.95,1.13,19.32,18.94,23.91,15.54,2.6,13.85,86.0,124.25,1.89,83.95,4.41,0.91
2020,12,5,1.55,1.15,19.57,19.32,25.07,15.17,0.77,13.12,80.38,106.44,1.96,83.93,4.64,0.13
2020,12,6,2.25,1.55,19.3,18.87,24.86,13.08,0.55,13.18,82.25,122.88,2.81,83.92,5.09,2.55
2020,12,7,1.82,1.21,19.68,19.36,25.25,14.01,0.5,13.37,81.62,130.69,2.19,83.99,4.38,1.7
2020,12,8,2.14,1.19,19.92,19.39,25.36,14.05,0.35,13.61,82.81,111.94,2.16,83.96,4.36,1.37
2020,12,9,2.19,1.46,19.05,18.69,24.08,14.63,1.31,13.49,85.12,115.94,2.57,83.84,5.12,2.67
2020,12,10,2.02,1.33,19.98,19.52,25.06,14.41,3.94,13.37,80.62,137.06,2.39,83.87,4.88,2.61
2020,12,11,1.82,1.53,18.95,18.78,23.73,14.73,1.0,13.31,83.81,144.88,2.79,83.88,5.59,3.18
2020,12,12,2.31,1.16,18.48,18.4,23.09,14.81,35.85,13.73,87.69,141.56,2.04,83.9,4.48,1.16
2020,12,13,2.08,1.39,19.23,18.93,24.87,13.95,11.44,12.94,81.38,112.12,2.5,83.84,5.02,2.95
2020,12,14,2.48,1.45,19.22,18.94,25.08,13.62,1.59,12.57,79.38,128.75,2.66,83.85,5.42,3.36
2020,12,15,2.45,1.34,19.33,19.15,25.82,13.46,1.72,12.21,76.62,107.31,2.45,83.88,4.71,2.69
2020,12,16,2.23,1.24,19.71,19.5,25.7,14.05,4.93,12.94,78.69,137.88,2.27,83.84,4.54,2.44
2020,12,17,2.09,1.3,19.44,19.3,25.42,14.13,2.57,12.7,78.12,155.56,2.42,83.8,4.3,3.27
2020,12,18,1.69,1.01,18.82,18.65,23.35,15.32,11.27,13.49,84.94,135.94,1.88,83.8,4.62,1.91
2020,12,19,1.27,0.93,17.57,17.55,21.4,14.95,9.19,12.94,86.88,143.56,1.65,83.9,3.58,0.95
2020,12,20,1.77,1.36,19.28,18.92,24.4,13.85,2.99,13.31,83.19,141.69,2.33,83.87,5.2,1.27
2020,12,21,2.0,1.26,19.19,18.91,24.2,14.59,1.3,13.31,83.31,105.44,2.22,83.88,4.34,1.51
2020,12,22,1.55,1.18,19.43,19.14,25.1,13.44,1.4,13.18,81.44,116.12,2.09,83.85,3.93,1.08
2020,12,23,2.58,1.2,19.87,19.54,25.63,13.3,3.58,13.49,81.44,111.44,2.12,83.8,4.73,2.09
2020,12,24,1.68,1.37,19.94,19.61,25.66,14.07,3.23,13.43,81.0,88.06,2.49,83.76,4.66,2.62
2020,12,25,2.22,1.25,20.01,19.67,25.33,14.61,4.68,13.79,82.12,96.94,2.27,83.71,4.62,2.7
2020,12,26,2.01,1.31,19.98,19.52,25.31,14.03,3.32,13.79,83.12,123.5,2.36,83.68,5.24,2.76
2020,12,27,1.69,1.52,19.78,19.51,24.91,15.58,4.81,13.67,82.38,134.81,2.76,83.69,5.31,3.3
2020,12,28,2.4,1.45,19.33,19.26,25.7,14.51,0.1,12.27,76.0,140.75,2.7,83.75,5.29,2.35
2020,12,29,2.58,1.41,19.32,19.29,25.91,12.58,0.24,12.15,74.88,134.69,2.56,83.75,4.91,2.2
2020,12,30,2.32,1.32,19.9,19.75,25.8,14.33,2.81,13.18,78.56,125.5,2.34,83.76,4.73,1.92
2020,12,31,1.78,1.22,20.44,20.08,26.13,15.46,6.78,13.85,80.69,162.88,2.22,83.76,4.48,2.29
2021,1,1,1.2,1.47,18.6,18.32,22.63,15.26,27.01,13.49,86.81,67.88,2.59,83.81,5.28,1.66
2021,1,2,1.87,0.83,18.92,18.61,23.62,15.49,2.65,13.06,83.0,79.5,1.41,83.92,3.66,0.89
2021,1,3,1.87,1.12,18.4,18.4,22.88,15.48,1.33,13.12,84.12,73.25,1.84,83.89,3.77,0.76
2021,1,4,1.76,1.36,19.44,18.96,25.15,13.21,2.37,13.24,82.56,140.56,2.4,83.81,5.38,2.27
2021,1,5,2.18,1.23,19.46,19.01,24.78,13.15,3.78,13.31,82.88,132.88,2.22,83.8,4.46,2.11
2021,1,6,1.7,1.3,19.36,19.04,24.29,15.4,2.23,13.43,83.31,91.56,2.25,83.85,5.18,1.66
2021,1,7,2.38,1.27,19.88,19.57,26.02,13.57,0.23,12.76,77.56,144.44,2.3,83.76,4.18,2.55
2021,1,8,2.38,0.89,20.94,20.92,26.74,14.61,0.23,12.88,71.62,134.19,1.55,83.72,3.55,0.83
2021,1,9,1.58,0.9,19.57,19.48,24.33,16.17,17.2,14.04,83.75,225.25,1.53,83.68,3.48,0.84
2021,1,10,1.46,1.21,18.99,18.88,23.82,15.18,4.01,13.18,82.06,230.44,2.07,83.74,6.44,1.57
2021,1,11,1.37,0.63,20.04,19.98,24.8,15.05,7.67,13.18,77.12,222.19,1.09,83.75,2.55,0.27
2021,1,12,1.31,0.54,18.55,18.91,22.44,16.2,51.69,13.61,83.94,152.31,0.91,83.83,2.24,0.29
2021,1,13,1.3,0.97,18.47,18.36,22.55,14.98,9.27,13.24,84.88,129.94,1.81,83.87,3.84,2.11
2021,1,14,0.8,1.45,19.67,19.36,24.91,15.4,8.0,13.85,83.94,133.56,2.55,83.79,5.46,2.48
2021,1,15,1.3,0.98,19.63,19.2,24.73,15.44,5.5,13.67,83.94,109.38,1.81,83.76,3.86,2.11
2021,1,16,1.46,1.1,18.6,18.53,22.88,15.33,3.07,13.61,86.0,141.19,1.8,83.74,5.49,0.23
2021,1,17,2.27,1.05,19.78,19.24,25.19,14.0,1.84,13.0,80.25,139.38,1.93,83.77,4.15,1.8
2021,1,18,2.12,1.12,19.59,19.18,24.91,13.9,1.63,13.55,83.06,140.62,2.02,83.75,4.49,2.39
2021,1,19,2.04,1.13,19.86,19.48,25.02,14.97,6.48,13.61,82.06,176.44,2.05,83.78,4.38,2.67
2021,1,20,1.34,1.09,18.15,18.33,21.0,16.15,18.96,14.1,89.81,74.75,1.85,83.84,5.52,0.66
2021,1,21,2.27,1.3,19.24,18.87,24.31,14.72,8.07,13.37,83.75,118.19,2.27,83.85,4.4,2.19
2021,1,22,2.46,1.38,19.31,19.16,24.95,14.06,6.42,13.49,82.56,143.25,2.43,83.78,4.49,2.37
2021,1,23,1.72,1.16,17.98,18.34,21.6,15.08,1.27,13.12,83.81,125.75,2.06,83.76,4.43,1.64
2021,1,24,1.57,1.05,19.2,19.12,24.86,13.95,8.69,13.0,79.62,154.12,1.89,83.79,3.83,0.31
2021,1,25,1.7,1.13,18.87,18.85,24.44,14.27,10.03,13.49,84.19,121.38,1.89,83.85,5.15,0.87
2021,1,26,2.68,1.24,18.37,18.28,23.39,14.6,9.45,13.24,85.44,139.19,2.18,83.86,5.48,1.64
2021,1,27,2.95,1.17,19.14,18.76,25.37,12.17,0.71,12.51,79.69,140.38,2.11,83.81,3.88,1.16
2021,1,28,2.77,1.41,19.27,19.27,25.73,13.11,0.6,12.45,77.12,127.81,2.48,83.85,4.99,1.52
2021,1,29,2.73,1.39,19.36,19.4,26.06,13.42,0.42,12.02,74.0,130.19,2.5,83.91,4.77,2.51
2021,1,30,2.26,1.26,19.56,19.46,25.15,13.77,3.65,12.88,77.81,148.06,2.18,83.87,4.45,2.23
2021,1,31,2.57,1.27,20.0,19.73,25.16,15.3,1.87,13.67,81.25,73.19,2.11,83.78,5.65,0.98
2021,2,1,2.8,1.38,19.98,19.69,26.58,13.47,0.27,12.7,77.0,109.69,2.5,83.88,5.1,3.27
2021,2,2,2.96,1.3,19.7,19.72,25.41,15.44,0.9,12.7,75.75,117.88,2.2,83.99,3.95,1.11
2021,2,3,2.88,1.16,19.17,19.92,25.44,14.44,0.73,12.63,74.5,143.38,1.88,83.94,4.09,0.86
2021,2,4,1.98,0.73,19.4,19.44,23.62,15.44,8.62,13.73,82.19,121.5,1.22,83.92,3.08,0.92
2021,2,5,2.25,0.98,18.77,19.04,22.99,16.36,40.77,12.7,78.62,151.06,1.72,83.97,4.27,1.51
2021,2,6,1.82,1.15,20.06,19.69,25.19,15.37,13.17,13.85,81.94,153.38,2.02,83.83,5.01,1.88
2021,2,7,1.77,0.92,20.45,20.08,25.36,16.32,1.93,13.31,77.69,175.88,1.74,83.75,4.11,2.02
2021,2,8,1.98,0.97,20.37,20.35,26.19,14.91,0.72,12.51,72.44,135.38,1.81,83.74,4.25,1.52
2021,2,9,2.51,1.03,20.76,20.54,25.82,16.23,4.35,13.73,77.44,147.38,1.81,83.79,4.45,1.42
2021,2,10,1.38,0.83,21.0,20.93,25.85,16.28,8.31,13.98,77.25,265.44,1.34,83.78,3.75,1.17
2021,2,11,1.65,0.94,19.89,19.84,23.63,16.44,36.79,14.34,83.56,268.5,1.68,83.8,3.99,1.14
2021,2,12,1.42,0.98,19.32,19.53,23.55,16.83,46.35,14.22,84.25,284.38,1.77,83.78,3.8,1.94
2021,2,13,1.72,0.86,19.48,19.59,23.7,16.41,1.75,13.85,82.38,149.5,1.59,83.86,3.65,1.88
2021,2,14,2.13,1.12,18.93,19.01,23.64,16.08,3.54,13.85,85.25,136.56,1.96,83.89,4.12,0.39
2021,2,15,2.93,1.1,20.0,19.69,26.3,13.8,5.6,13.31,80.25,135.31,1.94,83.8,4.02,1.85
2021,2,16,1.76,1.09,20.01,20.02,24.87,16.08,26.32,14.28,82.81,146.0,1.91,83.75,3.62,1.3
2021,2,17,2.75,1.05,20.14,20.09,25.12,15.97,25.97,14.28,82.56,142.56,1.82,83.74,3.57,1.09
2021,2,18,1.25,1.07,20.05,20.06,24.98,15.93,3.81,14.04,81.12,129.81,1.74,83.78,4.46,0.42
2021,2,19,2.56,1.09,20.27,19.9,25.82,14.9,1.33,13.92,82.0,149.38,1.91,83.86,4.5,1.49
2021,2,20,1.68,0.94,20.59,20.04,26.32,14.33,0.96,13.61,80.0,139.88,1.74,83.88,4.25,1.12
2021,2,21,2.15,0.83,20.22,19.79,25.2,15.11,2.49,14.1,83.31,144.38,1.46,83.85,3.73,1.12
2021,2,22,1.72,1.24,19.48,19.48,23.29,16.37,1.46,13.49,80.81,259.75,2.05,83.89,4.41,0.49
2021,2,23,2.62,0.92,17.97,18.09,20.6,15.95,3.43,13.79,89.12,181.12,1.69,83.88,3.36,1.78
2021,2,24,1.85,1.22,18.86,18.99,23.8,15.15,2.83,13.43,82.62,121.5,2.16,83.86,4.68,2.13
2021,2,25,2.77,1.57,19.58,19.39,25.77,14.3,0.25,13.18,80.69,103.75,2.75,83.8,5.28,2.25
2021,2,26,2.47,1.33,19.31,19.21,25.23,13.52,2.1,13.0,80.0,127.75,2.36,83.83,4.32,2.31
2021,2,27,2.09,1.39,19.12,19.44,25.14,14.26,0.54,12.88,78.0,112.88,2.33,83.81,4.73,0.95
2021,2,28,2.98,1.46,19.41,19.7,26.03,13.76,0.51,12.88,77.12,123.69,2.51,83.78,5.34,1.72
2021,3,1,2.59,1.38,19.8,20.01,25.87,14.46,0.76,13.31,77.81,143.44,2.34,83.77,4.85,1.38
2021,3,2,2.78,1.2,19.96,19.94,24.71,15.78,1.41,13.98,81.5,135.0,1.91,83.79,4.03,0.62
2021,3,3,1.52,1.01,20.13,20.48,25.05,15.9,1.3,13.61,76.56,158.81,1.66,83.75,3.23,1.21
2021,3,4,2.19,1.34,19.9,20.05,25.36,15.01,4.26,14.04,81.19,141.62,2.34,83.71,4.93,1.41
2021,3,5,1.79,0.84,18.66,19.01,22.44,15.89,10.68,14.22,87.0,120.75,1.5,83.81,3.44,0.87
2021,3,6,1.79,0.84,19.02,19.1,24.55,15.2,3.73,13.79,84.56,188.88,1.38,83.84,4.32,0.04
2021,3,7,2.15,0.97,18.31,18.22,22.98,14.88,1.94,13.92,89.56,153.56,1.67,83.81,3.78,0.62
2021,3,8,1.4,1.34,19.86,19.57,25.76,14.09,0.63,13.43,81.06,126.38,2.38,83.74,4.85,1.71
2021,3,9,1.59,1.48,19.26,19.44,25.06,14.58,11.14,13.37,80.62,143.88,2.44,83.81,5.84,1.23
2021,3,10,2.95,1.34,19.12,19.24,24.82,14.01,0.82,13.12,80.12,136.12,2.19,83.8,4.65,1.09
2021,3,11,3.23,1.37,19.53,19.65,26.47,13.37,0.04,13.12,78.56,143.88,2.27,83.76,4.48,0.54
2021,3,12,3.16,1.45,19.02,19.48,26.19,12.68,0.01,12.27,74.0,133.31,2.42,83.75,5.08,0.93
2021,3,13,2.6,1.48,19.15,19.65,26.23,13.9,0.02,12.63,75.25,149.0,2.41,83.78,5.39,0.58
2021,3,14,2.88,1.43,19.52,19.77,25.87,13.45,0.05,12.94,76.88,135.62,2.3,83.75,5.41,1.18
2021,3,15,2.56,1.55,19.83,19.76,25.05,14.14,1.06,13.61,79.88,138.81,2.59,83.66,5.87,1.7
2021,3,16,1.76,1.45,19.0,19.27,23.56,15.35,1.73,13.61,82.19,124.69,2.3,83.65,6.94,0.59
2021,3,17,1.58,1.2,17.92,18.15,20.73,15.84,2.81,13.55,87.25,167.31,1.98,83.75,5.71,1.12
2021,3,18,2.16,1.16,18.82,18.91,23.69,14.05,0.42,13.37,82.88,162.5,1.98,83.76,4.2,0.63
2021,3,19,2.32,1.08,19.18,19.36,24.69,15.05,0.94,13.73,83.12,132.5,1.8,83.71,4.09,0.23
2021,3,20,2.6,1.32,18.33,18.74,23.37,14.52,2.76,13.79,85.94,145.88,2.13,83.65,5.64,1.03
2021,3,21,1.38,1.57,17.67,18.08,22.11,15.33,3.73,13.55,87.69,152.94,2.62,83.66,7.53,0.52
2021,3,22,1.8,1.66,17.73,18.11,22.68,14.79,2.18,12.76,82.56,136.19,2.79,83.77,7.49,1.65
2021,3,23,2.21,1.46,18.58,18.74,24.42,13.48,1.3,13.49,84.56,136.31,2.43,83.83,5.51,1.2
2021,3,24,2.45,1.03,18.76,18.72,23.61,14.53,3.99,13.98,87.06,160.88,1.74,83.82,3.98,0.2
2021,3,25,2.62,0.93,19.8,19.61,24.45,15.01,1.1,13.31,79.75,166.19,1.59,83.75,4.08,0.55
2021,3,26,1.91,0.98,19.9,19.96,25.73,15.21,0.56,12.88,75.81,145.31,1.75,83.8,3.97,0.62
2021,3,27,2.2,1.04,19.3,18.97,24.31,14.21,0.12,12.88,80.0,130.06,1.82,83.93,3.67,0.66
2021,3,28,2.59,1.3,19.93,19.61,25.11,15.42,0.07,13.06,78.69,131.94,2.27,83.89,4.78,1.08
2021,3,29,1.87,1.1,20.05,19.69,25.2,14.08,1.2,13.24,79.44,129.62,1.98,83.85,3.68,1.36
2021,3,30,1.79,1.0,18.87,18.75,23.02,15.87,10.44,13.98,87.44,101.56,1.67,83.81,4.5,1.14
2021,3,31,2.0,0.95,18.36,18.15,23.45,14.26,2.64,12.88,84.25,153.44,1.58,83.85,4.73,0.32
2021,4,1,2.26,1.14,18.91,18.73,23.73,14.61,1.39,13.73,86.0,131.25,1.91,83.89,4.02,0.69
2021,4,2,1.96,1.58,19.14,19.27,24.55,15.64,3.49,14.16,86.12,110.81,2.62,83.92,6.0,0.84
2021,4,3,2.28,1.27,18.9,18.87,23.83,15.48,3.33,13.61,84.75,110.12,2.08,83.9,4.8,0.39
